"DATAH","SECONDS","NANOSECONDS","NDX","DIAG","REMARK","DATE","TIME","H2O","CO2","CH4","CAVITY_P","CAVITY_T","LASER_PHASE_P","LASER_T","RESIDUAL","RING_DOWN_TIME","THERMAL_ENCLOSURE_T","PHASE_ERROR","LASER_T_SHIFT","INPUT_VOLTAGE","CHK","DATETIME","time_CST","REMARK_ID","time_elapsed","efflux_tree","Site","Treatment","RATE_CO2","RATE_CO2_molmol","RATE_CH4","RATE_CH4_molmol","CO2_flux.mol.s","CH4_flux.mol.s","CO2_flux.mol.m2.s","CH4_flux.mol.m2.s","CO2_flux.umol.m2.s","CH4_flux.umol.m2.s","Q1","Q3","IQR","is_outlier_ch4","is_outlier_co2"
"DATA",1736511945,685281991,62360,0,"","2025-01-10","12:25:45",26450.457,563.82428,2004.608,40.6808,55.0003,29.4838,37.6472,0.00422612,12.1153,54.5005,-85,-0.525697,14.4933,14,2025-01-10 12:25:45,2025-01-10 12:25:45,"2",2.75,"v2","S4","Elevated",0.409730000000081,4.09730000000081e-07,0.0388000000000375,3.88000000000375e-11,7.59633763060244e-09,7.19346643076173e-13,1.07168253177306e-06,1.0148459286073e-10,1.07168253177306,0.00010148459286073,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511946,685281991,62364,0,"","2025-01-10","12:25:46",26452.652,566.11316,2004.8409,40.6816,55.0003,29.4826,37.6472,0.00417484,12.1154,54.5005,29.5,-0.525697,14.4933,125,2025-01-10 12:25:46,2025-01-10 12:25:46,"2",2.76666666666667,"v2","S4","Elevated",2.28887999999995,2.28887999999995e-06,0.232899999999972,2.32899999999972e-10,4.24355191856331e-08,4.31793384464585e-12,5.98675399244426e-06,6.09169115392739e-10,5.98675399244426,0.000609169115392739,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511947,685281991,62368,0,"","2025-01-10","12:25:47",26457.496,567.52582,2004.6995,40.6825,55.0001,29.4822,37.6472,0.00418832,12.115,54.5005,50.5,-0.525697,14.4937,99,2025-01-10 12:25:47,2025-01-10 12:25:47,"2",2.78333333333333,"v2","S4","Elevated",1.41265999999996,1.41265999999996e-06,-0.141399999999976,-1.41399999999976e-10,2.61905213610046e-08,-2.62153647759937e-12,3.69492847810556e-06,-3.69843335837394e-10,3.69492847810556,-0.000369843335837394,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511948,685281991,62372,0,"","2025-01-10","12:25:48",26460.576,569.78119,2005.0507,40.6837,54.9999,29.4846,37.6472,0.0041608,12.1149,54.5005,-14.25,-0.525697,14.4945,217,2025-01-10 12:25:48,2025-01-10 12:25:48,"2",2.8,"v2","S4","Elevated",2.25537000000008,2.25537000000008e-06,0.351200000000063,3.51200000000063e-10,4.1814248412196e-08,6.51119951155034e-12,5.89910582989926e-06,9.18592500326293e-10,5.89910582989926,0.000918592500326293,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511949,685281991,62376,0,"","2025-01-10","12:25:49",26463.889,570.3476,2004.8665,40.6825,54.9999,29.4846,37.6472,0.00417642,12.115,54.5005,-30,-0.525697,14.4933,23,2025-01-10 12:25:49,2025-01-10 12:25:49,"2",2.81666666666667,"v2","S4","Elevated",0.566410000000019,5.66410000000019e-07,-0.184199999999919,-1.84199999999919e-10,1.05011631985669e-08,-3.41504256841353e-12,1.48149196500495e-06,-4.81790257858766e-10,1.48149196500495,-0.000481790257858765,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511950,685281991,62380,0,"","2025-01-10","12:25:50",26469.426,569.31244,2004.7977,40.6804,55.0001,29.483,37.6472,0.00425994,12.1152,54.5005,-119,-0.525697,14.4937,77,2025-01-10 12:25:50,2025-01-10 12:25:50,"2",2.83333333333333,"v2","S4","Elevated",-1.03516000000002,-1.03516000000002e-06,-0.0688000000000102,-6.88000000000102e-11,-1.91917234805677e-08,-1.27554250112372e-12,-2.70754616354673e-06,-1.79952061567332e-10,-2.70754616354673,-0.000179952061567332,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511951,685281991,62384,0,"","2025-01-10","12:25:51",26466.666,572.29871,2004.6569,40.6816,55.0003,29.483,37.6472,0.00420693,12.1149,54.5005,-84.5,-0.525697,14.4937,143,2025-01-10 12:25:51,2025-01-10 12:25:51,"2",2.85,"v2","S4","Elevated",2.98626999999999,2.98626999999999e-06,-0.140800000000127,-1.40800000000127e-10,5.53650335004382e-08,-2.6104125604412e-12,7.81083492582261e-06,-3.68273986463654e-10,7.81083492582261,-0.000368273986463654,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511952,685281991,62388,0,"","2025-01-10","12:25:52",26474.172,576.25964,2005.1849,40.6841,55.0003,29.4834,37.6472,0.00412345,12.1144,54.5005,174,-0.525697,14.4933,80,2025-01-10 12:25:52,2025-01-10 12:25:52,"2",2.86666666666667,"v2","S4","Elevated",3.96092999999996,3.96092999999996e-06,0.52800000000002,5.2800000000002e-10,7.34350953339415e-08,9.78904710164606e-12,1.03601383608108e-05,1.38102744923751e-09,10.3601383608108,0.00138102744923751,-1.80412404050379,2.76691988153475,4.57104392203854,TRUE,FALSE
"DATA",1736511953,684967994,62392,0,"","2025-01-10","12:25:53",26478.27,576.89258,2004.9937,40.6829,55.0003,29.485,37.6472,0.00414371,12.1153,54.5005,-9.25,-0.525697,14.4937,112,2025-01-10 12:25:53,2025-01-10 12:25:53,"2",2.88333333333333,"v2","S4","Elevated",0.632939999999962,6.32939999999962e-07,-0.191199999999981,-1.91199999999981e-10,1.17346202130971e-08,-3.54482160195922e-12,1.65550665477331e-06,-5.00099333890485e-10,1.65550665477331,-0.000500099333890485,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511954,684967994,62396,0,"","2025-01-10","12:25:54",26480.234,577.11646,2004.9969,40.6821,55.0003,29.4863,37.6472,0.00415758,12.1153,54.5005,-68.75,-0.525697,14.4941,2,2025-01-10 12:25:54,2025-01-10 12:25:54,"2",2.9,"v2","S4","Elevated",0.223880000000008,2.23880000000008e-07,0.00320000000010623,3.20000000010623e-12,4.1507042899934e-09,5.93275581937615e-14,5.85576563135027e-07,8.36986332898973e-12,0.585576563135027,8.36986332898973e-06,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511955,684967994,62400,0,"","2025-01-10","12:25:55",26484.285,578.29822,2005.1783,40.6816,55.0003,29.4826,37.6472,0.00420555,12.1149,54.5005,5.75,-0.525697,14.4949,154,2025-01-10 12:25:55,2025-01-10 12:25:55,"2",2.91666666666667,"v2","S4","Elevated",1.18176000000005,1.18176000000005e-06,0.18139999999994,1.8139999999994e-10,2.19096672402298e-08,3.36313095499609e-12,3.09099052729344e-06,4.74466627446197e-10,3.09099052729344,0.000474466627446197,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511956,684967994,62404,0,"","2025-01-10","12:25:56",26489.361,578.95325,2005.2367,40.6808,55.0003,29.4826,37.6472,0.00422359,12.1152,54.5005,-79,-0.525697,14.4949,109,2025-01-10 12:25:56,2025-01-10 12:25:56,"2",2.93333333333333,"v2","S4","Elevated",0.655030000000011,6.55030000000011e-07,0.0583999999998923,5.83999999998923e-11,1.21441657632407e-08,1.08272793699821e-12,1.71328486756445e-06,1.5275000574871e-10,1.71328486756445,0.00015275000574871,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511957,684967994,62408,0,"","2025-01-10","12:25:57",26493.23,579.66357,2005.3541,40.6808,55.0003,29.4809,37.6472,0.00423634,12.1148,54.5005,-21,-0.525697,14.4945,42,2025-01-10 12:25:57,2025-01-10 12:25:57,"2",2.95,"v2","S4","Elevated",0.710320000000024,7.10320000000024e-07,0.117400000000089,1.17400000000089e-10,1.31692347296235e-08,2.17657979116302e-12,1.85790041239088e-06,3.07069360872349e-10,1.85790041239088,0.000307069360872349,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511958,684967994,62412,0,"","2025-01-10","12:25:58",26494.35,582.07404,2005.4119,40.6821,55.0003,29.4805,37.6472,0.00419166,12.1145,54.5005,103.25,-0.525697,14.4933,170,2025-01-10 12:25:58,2025-01-10 12:25:58,"2",2.96666666666667,"v2","S4","Elevated",2.41046999999992,2.41046999999992e-06,0.0578000000000429,5.78000000000429e-11,4.46897809983013e-08,1.07160401984004e-12,6.30478264311233e-06,1.51180656374971e-10,6.30478264311233,0.000151180656374971,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511959,684967994,62416,0,"","2025-01-10","12:25:59",26497.115,584.07855,2005.6165,40.6816,55.0003,29.4846,37.6472,0.00416738,12.1144,54.5005,-24.25,-0.525697,14.4926,252,2025-01-10 12:25:59,2025-01-10 12:25:59,"2",2.98333333333333,"v2","S4","Elevated",2.00450999999998,2.00450999999998e-06,0.204600000000028,2.04600000000028e-10,3.71633386471963e-08,3.79325575188822e-12,5.24296085657378e-06,5.35148136579588e-10,5.24296085657378,0.000535148136579588,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511960,684642076,62420,0,"","2025-01-10","12:26:00",26500.637,583.92719,2005.5646,40.6816,55.0003,29.485,37.6472,0.00419998,12.1141,54.5005,-42.25,-0.525697,14.4922,157,2025-01-10 12:26:00,2025-01-10 12:26:00,"2",3,"v2","S4","Elevated",-0.151359999999954,-1.51359999999954e-07,-0.0519000000001597,-5.19000000001597e-11,-2.80619350247092e-09,-9.62218834426089e-13,-3.95894535447952e-07,-1.35748720862964e-10,-0.395894535447952,-0.000135748720862964,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511961,684642076,62424,0,"","2025-01-10","12:26:01",26503.814,586.0683,2005.7498,40.6829,55.0003,29.4842,37.6472,0.00414566,12.114,54.5005,36.75,-0.525697,14.4922,67,2025-01-10 12:26:01,2025-01-10 12:26:01,"2",3.01666666666667,"v2","S4","Elevated",2.14111000000003,2.14111000000003e-06,0.185200000000123,1.85200000000123e-10,3.96958837875092e-08,3.43358243035224e-12,5.60024939741828e-06,4.84405840149521e-10,5.60024939741828,0.000484405840149521,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511962,684642076,62428,0,"","2025-01-10","12:26:02",26506.246,586.95709,2005.6289,40.6816,55.0003,29.4846,37.6472,0.00416328,12.1144,54.5005,-5,-0.525697,14.4918,27,2025-01-10 12:26:02,2025-01-10 12:26:02,"2",3.03333333333333,"v2","S4","Elevated",0.888789999999972,8.88789999999972e-07,-0.12090000000012,-1.2090000000012e-10,1.64780438891504e-08,-2.24146930793586e-12,2.32470338372675e-06,-3.16223898888209e-10,2.32470338372675,-0.000316223898888209,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511963,684642076,62432,0,"","2025-01-10","12:26:03",26510.211,587.56903,2005.822,40.6821,55.0003,29.4842,37.6472,0.00418077,12.1144,54.5005,-14.5,-0.525697,14.4918,86,2025-01-10 12:26:03,2025-01-10 12:26:03,"2",3.05,"v2","S4","Elevated",0.611940000000004,6.11940000000004e-07,0.193099999999959,1.93099999999959e-10,1.13452831124642e-08,3.58004733963518e-12,1.60057942667874e-06,5.05068940241849e-10,1.60057942667874,0.000505068940241849,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511964,684642076,62436,0,"","2025-01-10","12:26:04",26513.686,588.54382,2005.8655,40.6804,55.0003,29.483,37.6472,0.0041983,12.1148,54.5005,-52.75,-0.525697,14.4926,131,2025-01-10 12:26:04,2025-01-10 12:26:04,"2",3.06666666666667,"v2","S4","Elevated",0.974789999999985,9.74789999999984e-07,0.0435000000002219,4.35000000002219e-11,1.8072472015555e-08,8.06483994173788e-13,2.54964346068591e-06,1.13777829625258e-10,2.54964346068591,0.000113777829625258,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511965,684642076,62440,0,"","2025-01-10","12:26:05",26515.506,588.16821,2005.8745,40.6812,55.0003,29.4797,37.6472,0.00423171,12.1149,54.5005,-46.5,-0.525697,14.4918,167,2025-01-10 12:26:05,2025-01-10 12:26:05,"2",3.08333333333333,"v2","S4","Elevated",-0.375609999999938,-3.75609999999938e-07,0.00899999999978718,8.99999999978718e-12,-6.96375754137979e-09,1.66858757410469e-13,-9.82438864030297e-07,2.35402406114455e-11,-0.982438864030297,2.35402406114455e-05,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511966,684642076,62444,0,"","2025-01-10","12:26:06",26517.564,592.05499,2006.0153,40.6825,55.0003,29.4818,37.6472,0.00415621,12.1143,54.5005,92,-0.525697,14.4918,19,2025-01-10 12:26:06,2025-01-10 12:26:06,"2",3.1,"v2","S4","Elevated",3.88677999999993,3.88677999999993e-06,0.140800000000127,1.40800000000127e-10,7.20603645714655e-08,2.6104125604412e-12,1.01661929339907e-05,3.68273986463654e-10,10.1661929339907,0.000368273986463654,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511967,684642076,62448,0,"","2025-01-10","12:26:07",26521.512,591.47174,2006.0548,40.6816,55.0003,29.4822,37.6472,0.0042055,12.1145,54.5005,-4.5,-0.525697,14.4922,46,2025-01-10 12:26:07,2025-01-10 12:26:07,"2",3.11666666666667,"v2","S4","Elevated",-0.583250000000021,-5.83250000000021e-07,0.0394999999998618,3.94999999998618e-11,-1.08133744735512e-08,7.3232454642737e-13,-1.52553837077231e-06,1.03315500463426e-10,-1.52553837077231,0.000103315500463426,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511968,684324979,62452,0,"","2025-01-10","12:26:08",26522.924,592.67621,2005.9485,40.68,55.0003,29.4818,37.6472,0.00421415,12.1143,54.5005,-99.5,-0.525697,14.4922,79,2025-01-10 12:26:08,2025-01-10 12:26:08,"2",3.13333333333333,"v2","S4","Elevated",1.20447000000001,1.20447000000001e-06,-0.106299999999919,-1.06299999999919e-10,2.23307075047715e-08,-1.9707873236821e-12,3.15039040110429e-06,-2.78036397450437e-10,3.15039040110429,-0.000278036397450437,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511969,684324979,62456,0,"","2025-01-10","12:26:09",26525.428,593.81793,2006.1466,40.6829,55.0003,29.4826,37.6472,0.00419803,12.1145,54.5005,78.25,-0.525697,14.4918,209,2025-01-10 12:26:09,2025-01-10 12:26:09,"2",3.15,"v2","S4","Elevated",1.14172000000008,1.14172000000008e-06,0.198100000000068,1.98100000000068e-10,2.11673311683554e-08,3.67274664931188e-12,2.98626261239299e-06,5.18146851693247e-10,2.98626261239299,0.000518146851693247,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511970,684324979,62460,0,"","2025-01-10","12:26:10",26528.725,595.09558,2006.0334,40.6816,55.0003,29.4826,37.6472,0.0041961,12.1146,54.5005,-90,-0.525697,14.4922,15,2025-01-10 12:26:10,2025-01-10 12:26:10,"2",3.16666666666667,"v2","S4","Elevated",1.27764999999999,1.27764999999999e-06,-0.113200000000006,-1.13200000000006e-10,2.36874546011696e-08,-2.09871237103476e-12,3.34179871310271e-06,-2.96083915253199e-10,3.34179871310271,-0.000296083915253199,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511971,684324979,62464,0,"","2025-01-10","12:26:11",26530.018,598.19989,2006.2358,40.6837,55.0003,29.4842,37.6472,0.00414762,12.1142,54.5005,8.25,-0.525697,14.4922,132,2025-01-10 12:26:11,2025-01-10 12:26:11,"2",3.18333333333333,"v2","S4","Elevated",3.10430999999994,3.10430999999994e-06,0.202399999999898,2.02399999999898e-10,5.7553478803237e-08,3.75246805562895e-12,8.11957825936034e-06,5.29393855540759e-10,8.11957825936034,0.000529393855540759,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511972,684324979,62468,0,"","2025-01-10","12:26:12",26532.551,598.53912,2006.2416,40.6821,55.0003,29.4842,37.6472,0.00417713,12.1137,54.5005,-92,-0.525697,14.4922,64,2025-01-10 12:26:12,2025-01-10 12:26:12,"2",3.2,"v2","S4","Elevated",0.339230000000043,3.39230000000043e-07,0.0058000000001357,5.8000000001357e-12,6.28927736418881e-09,1.07531199225139e-13,8.87283980312279e-07,1.51703772836452e-11,0.887283980312279,1.51703772836452e-05,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511973,684324979,62472,0,"","2025-01-10","12:26:13",26536.266,598.45868,2006.2699,40.6812,55.0003,29.4813,37.6472,0.00420181,12.1148,54.5005,-50.5,-0.525697,14.4926,182,2025-01-10 12:26:13,2025-01-10 12:26:13,"2",3.21666666666667,"v2","S4","Elevated",-0.0804400000000669,-8.04400000000669e-08,0.0282999999999447,2.82999999999447e-11,-1.49134649404741e-09,5.24678092757636e-13,-2.1039743942567e-07,7.40209788131511e-11,-0.21039743942567,7.40209788131511e-05,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511974,684324979,62476,0,"","2025-01-10","12:26:14",26540.432,599.98297,2006.4979,40.6804,55.0003,29.4793,37.6472,0.0041958,12.1139,54.5005,11.75,-0.525697,14.4933,162,2025-01-10 12:26:14,2025-01-10 12:26:14,"2",3.23333333333333,"v2","S4","Elevated",1.52429000000006,1.52429000000006e-06,0.228000000000065,2.28000000000065e-10,2.82601261488033e-08,4.2270885211664e-12,3.98690592916337e-06,5.96352762170893e-10,3.98690592916337,0.000596352762170893,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511975,684010028,62480,0,"","2025-01-10","12:26:15",26540.857,601.14233,2006.6176,40.6812,55.0003,29.4813,37.6472,0.00419481,12.1141,54.5005,76.75,-0.525697,14.4918,147,2025-01-10 12:26:15,2025-01-10 12:26:15,"2",3.25,"v2","S4","Elevated",1.15935999999999,1.15935999999999e-06,0.119699999999966,1.19699999999966e-10,2.14943743328861e-08,2.21922147361109e-12,3.03240148399229e-06,3.1308520013954e-10,3.03240148399229,0.00031308520013954,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511976,684010028,62484,0,"","2025-01-10","12:26:16",26544.877,600.97815,2006.6837,40.6804,55.0003,29.4805,37.6472,0.00423741,12.1141,54.5005,-70.75,-0.525697,14.491,158,2025-01-10 12:26:16,2025-01-10 12:26:16,"2",3.26666666666667,"v2","S4","Elevated",-0.164179999999988,-1.64179999999988e-07,0.0661000000000058,6.61000000000058e-11,-3.0438745324774e-09,1.22548487389931e-12,-4.29426300408691e-07,1.7288998938372e-10,-0.429426300408691,0.00017288998938372,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511977,684010028,62488,0,"","2025-01-10","12:26:17",26547.238,602.34235,2006.6573,40.6808,55.0003,29.4797,37.6472,0.00422659,12.1137,54.5005,5.5,-0.525697,14.4906,73,2025-01-10 12:26:17,2025-01-10 12:26:17,"2",3.28333333333333,"v2","S4","Elevated",1.36419999999998,1.36419999999998e-06,-0.0263999999999669,-2.63999999999669e-11,2.5292079651638e-08,-4.89452355081671e-13,3.56817736032144e-06,-6.90513724617865e-11,3.56817736032144,-6.90513724617865e-05,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511978,684010028,62492,0,"","2025-01-10","12:26:18",26550.83,603.04913,2006.8182,40.6812,55.0003,29.4801,37.6472,0.00425197,12.1137,54.5005,-1.75,-0.525697,14.4906,90,2025-01-10 12:26:18,2025-01-10 12:26:18,"2",3.3,"v2","S4","Elevated",0.706779999999981,7.06779999999981e-07,0.160899999999856,1.60899999999856e-10,1.3103603618373e-08,2.98306378532837e-12,1.84864125108338e-06,4.20847190496417e-10,1.84864125108338,0.000420847190496417,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511979,684010028,62496,0,"","2025-01-10","12:26:19",26551.137,607.013,2006.8147,40.6829,55.0003,29.4813,37.6472,0.0041484,12.1138,54.5005,75.5,-0.525697,14.4902,209,2025-01-10 12:26:19,2025-01-10 12:26:19,"2",3.31666666666667,"v2","S4","Elevated",3.96387000000004,3.96387000000004e-06,-0.00350000000003092,-3.50000000003092e-12,7.34896025280317e-08,-6.48895167728459e-14,1.03678281727442e-05,-9.1545380158595e-12,10.3678281727442,-9.1545380158595e-06,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511980,684010028,62500,0,"","2025-01-10","12:26:20",26555.4,606.56879,2007.0653,40.6829,55.0003,29.4838,37.6472,0.00419439,12.1136,54.5005,-113.25,-0.525697,14.4902,143,2025-01-10 12:26:20,2025-01-10 12:26:20,"2",3.33333333333333,"v2","S4","Elevated",-0.444209999999998,-4.44209999999998e-07,0.250600000000077,2.50600000000077e-10,-8.23559207011745e-09,4.64608940089614e-12,-1.16186780913972e-06,6.5546492192995e-10,-1.16186780913972,0.00065546492192995,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511981,684010028,62504,0,"","2025-01-10","12:26:21",26557.221,608.13599,2007.0181,40.6821,55.0003,29.4818,37.6472,0.00419068,12.1135,54.5005,62.25,-0.525697,14.4902,135,2025-01-10 12:26:21,2025-01-10 12:26:21,"2",3.35,"v2","S4","Elevated",1.56719999999996,1.56719999999996e-06,-0.0471999999999753,-4.71999999999753e-11,2.90556716244294e-08,-8.75081483328474e-13,4.09914056523653e-06,-1.23455484098436e-10,4.09914056523653,-0.000123455484098436,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511982,684010028,62508,0,"","2025-01-10","12:26:22",26559.213,608.95715,2007.1697,40.6821,55.0003,29.4826,37.6472,0.00418334,12.1141,54.5005,125.5,-0.525697,14.4906,150,2025-01-10 12:26:22,2025-01-10 12:26:22,"2",3.36666666666667,"v2","S4","Elevated",0.821159999999963,8.21159999999963e-07,0.151599999999917,1.51599999999917e-10,1.52241930264906e-08,2.8106430693346e-12,2.14781155343898e-06,3.96522275197508e-10,2.14781155343898,0.000396522275197508,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511983,683691978,62512,0,"","2025-01-10","12:26:23",26563.242,609.5152,2006.9926,40.6821,55.0003,29.4826,37.6472,0.0042186,12.1131,54.5005,-65,-0.525697,14.4898,229,2025-01-10 12:26:23,2025-01-10 12:26:23,"2",3.38333333333333,"v2","S4","Elevated",0.558050000000094,5.58050000000094e-07,-0.177099999999882,-1.77099999999882e-10,1.03461699527922e-08,-3.28340954867481e-12,1.45962569705889e-06,-4.6321962359809e-10,1.45962569705889,-0.00046321962359809,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511984,683691978,62516,0,"","2025-01-10","12:26:24",26565.279,611.38184,2007.1509,40.6821,55.0003,29.4805,37.6472,0.00416944,12.1132,54.5005,7.5,-0.525697,14.4898,88,2025-01-10 12:26:24,2025-01-10 12:26:24,"2",3.4,"v2","S4","Elevated",1.86663999999996,1.86663999999996e-06,0.158300000000054,1.58300000000054e-10,3.46072478822264e-08,2.93486014430121e-12,4.88235052622076e-06,4.14046676542357e-10,4.88235052622076,0.000414046676542357,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511985,683691978,62520,0,"","2025-01-10","12:26:25",26568.367,610.55542,2007.1394,40.6796,55.0001,29.4805,37.6472,0.00423846,12.1137,54.5005,-103.5,-0.525697,14.4902,221,2025-01-10 12:26:25,2025-01-10 12:26:25,"2",3.41666666666667,"v2","S4","Elevated",-0.826419999999985,-8.26419999999985e-07,-0.0115000000000691,-1.15000000000691e-11,-1.53217127002687e-08,-2.13208412253034e-13,-2.16156951628561e-06,-3.00791963377391e-11,-2.16156951628561,-3.00791963377391e-05,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511986,683691978,62524,0,"","2025-01-10","12:26:26",26569.637,612.89032,2007.2827,40.6837,55.0003,29.4789,37.6472,0.0042062,12.113,54.5005,107,-0.525697,14.4902,242,2025-01-10 12:26:26,2025-01-10 12:26:26,"2",3.43333333333333,"v2","S4","Elevated",2.33489999999995,2.33489999999995e-06,0.143299999999954,1.43299999999954e-10,4.32887236318788e-08,2.65676221527533e-12,6.10712308944029e-06,3.74812942188758e-10,6.10712308944029,0.000374812942188758,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511987,683691978,62528,0,"","2025-01-10","12:26:27",26573.227,613.13617,2007.1086,40.6821,55.0003,29.4797,37.6472,0.00422618,12.1139,54.5005,-41.75,-0.525697,14.4898,243,2025-01-10 12:26:27,2025-01-10 12:26:27,"2",3.45,"v2","S4","Elevated",0.245850000000019,2.45850000000019e-07,-0.174099999999953,-1.74099999999953e-10,4.55802505670412e-09,-3.22778996287132e-12,6.43040906051241e-07,-4.55372876727608e-10,0.643040906051241,-0.000455372876727608,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511988,683691978,62532,0,"","2025-01-10","12:26:28",26574.299,614.70581,2007.2681,40.6812,55.0003,29.4797,37.6472,0.00421024,12.1133,54.5005,-4.25,-0.525697,14.4902,172,2025-01-10 12:26:28,2025-01-10 12:26:28,"2",3.46666666666667,"v2","S4","Elevated",1.56964000000005,1.56964000000005e-06,0.15949999999998,1.5949999999998e-10,2.91009088875523e-08,2.95710797862176e-12,4.10552258602492e-06,4.17185375290431e-10,4.10552258602492,0.00041718537529043,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511989,683691978,62536,0,"","2025-01-10","12:26:29",26576.555,616.19238,2007.2913,40.6821,55.0001,29.4801,37.6472,0.00416713,12.1127,54.5005,33,-0.525697,14.491,236,2025-01-10 12:26:29,2025-01-10 12:26:29,"2",3.48333333333333,"v2","S4","Elevated",1.48656999999992,1.48656999999991e-06,0.023200000000088,2.3200000000088e-11,2.75608025566148e-08,4.30124796892125e-13,3.88824616517578e-06,6.06815091333914e-11,3.88824616517578,6.06815091333914e-05,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511990,683372020,62540,0,"","2025-01-10","12:26:30",26577.686,617.73419,2007.4474,40.6833,55.0001,29.4813,37.6472,0.00415643,12.113,54.5005,7.5,-0.525697,14.4906,3,2025-01-10 12:26:30,2025-01-10 12:26:30,"2",3.5,"v2","S4","Elevated",1.54181000000005,1.54181000000005e-06,0.156099999999924,1.56099999999924e-10,2.85849445299032e-08,2.89407244804195e-12,4.03273093088804e-06,4.08292395503528e-10,4.03273093088804,0.000408292395503528,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
"DATA",1736511991,683372020,62544,0,"","2025-01-10","12:26:31",26581.789,617.34003,2007.3188,40.6816,54.9999,29.4805,37.6472,0.00421991,12.1129,54.5005,-46.75,-0.525697,14.4902,237,2025-01-10 12:26:31,2025-01-10 12:26:31,"2",3.51666666666667,"v2","S4","Elevated",-0.394160000000056,-3.94160000000056e-07,-0.128600000000006,-1.28600000000006e-10,-7.30767198027503e-09,-2.38422624483275e-12,-1.03095791551423e-06,-3.36363882522624e-10,-1.03095791551423,-0.000336363882522624,-1.80412404050379,2.76691988153475,4.57104392203854,FALSE,FALSE
